sample_rank,candidate_rank,full_name,html_url,stars,forks,language,size_kb,default_branch,matched_domains,commit_count_estimate,evidence_type,evidence_url,evidence_title,heading_count,headings,strict_important_ordinary_split_reviewed,module_component_organization_reviewed,broad_typed_or_structured_reviewed,both_strict_important_and_module_reviewed,both_broad_structure_and_module_reviewed,rich_evidence_found,rich_evidence_type,rich_evidence_url,rich_evidence_title,rich_evidence_score,rich_heading_count,rich_bullet_count,rich_text_len,rich_headings
34,63,mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,43963,4594,Python,69042,main,proxy;security,11174,repo_file,https://raw.githubusercontent.com/mitmproxy/mitmproxy/main/CHANGELOG.md,CHANGELOG.md,80,"Release History | Unreleased: mitmproxy next | 12 May 2026: mitmproxy 12.2.3 | 12 April 2026: mitmproxy 12.2.2 | 24 November 2025: mitmproxy 12.2.1 | 15 October 2025: mitmproxy 12.2.0 | 24 August 2025: mitmproxy 12.1.2 | Security Fixes | 25 May 2025: mitmproxy 12.1.1 | 24 May 2025: mitmproxy 12.1.0 | 06 May 2025: mitmproxy 12.0.1 | 29 April 2025: mitmproxy 12.0.0 | New Contentview System ([#7623](https://github.com/mitmproxy/mitmproxy/pull/7623), @mhils) | Other Changes | 17 February 2025: mitmproxy 11.1.3 | 06 February 2025: mitmproxy 11.1.2 | 05 February 2025: mitmproxy 11.1.1 | 12 January 2025: mitmproxy 11.1.0 | 05 December 2024: mitmproxy 11.0.2 | 24 November 2024: mitmproxy 11.0.1 | 02 October 2024: mitmproxy 11.0.0 | 02 August 2024: mitmproxy 10.4.2 | 29 July 2024: mitmproxy 10.4.1 | 25 July 2024: mitmproxy 10.4.0 | 12 June 2024: mitmproxy 10.3.1 | 17 April 2024: mitmproxy 10.3.0 | 07 March 2024: mitmproxy 10.2.4 | 06 March 2024: mitmproxy 10.2.3 | 21 January 2024: mitmproxy 10.2.2 | 06 January 2024: mitmproxy 10.2.1 | 04 January 2024: mitmproxy 10.2.0 | 14 December 2023: mitmproxy 10.1.6 | Breaking Changes | 14 November 2023: mitmproxy 10.1.5 | 13 November 2023: mitmproxy 10.1.4 | 04 November 2023: mitmproxy 10.1.3 | 03 November 2023: mitmproxy 10.1.2 | 27 September 2023: mitmproxy 10.1.1 | 24 September 2023: mitmproxy 10.1.0 | 04 August 2023: mitmproxy 10.0.0",yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/mitmproxy/mitmproxy/main/CHANGELOG.md,CHANGELOG.md,174.53,80,912,101811,"Release History | Unreleased: mitmproxy next | 12 May 2026: mitmproxy 12.2.3 | 12 April 2026: mitmproxy 12.2.2 | 24 November 2025: mitmproxy 12.2.1 | 15 October 2025: mitmproxy 12.2.0 | 24 August 2025: mitmproxy 12.1.2 | Security Fixes | 25 May 2025: mitmproxy 12.1.1 | 24 May 2025: mitmproxy 12.1.0 | 06 May 2025: mitmproxy 12.0.1 | 29 April 2025: mitmproxy 12.0.0 | New Contentview System ([#7623](https://github.com/mitmproxy/mitmproxy/pull/7623), @mhils) | Other Changes | 17 February 2025: mitmproxy 11.1.3 | 06 February 2025: mitmproxy 11.1.2 | 05 February 2025: mitmproxy 11.1.1 | 12 January 2025: mitmproxy 11.1.0 | 05 December 2024: mitmproxy 11.0.2 | 24 November 2024: mitmproxy 11.0.1 | 02 October 2024: mitmproxy 11.0.0 | 02 August 2024: mitmproxy 10.4.2 | 29 July 2024: mitmproxy 10.4.1 | 25 July 2024: mitmproxy 10.4.0 | 12 June 2024: mitmproxy 10.3.1 | 17 April 2024: mitmproxy 10.3.0 | 07 March 2024: mitmproxy 10.2.4 | 06 March 2024: mitmproxy 10.2.3 | 21 January 2024: mitmproxy 10.2.2 | 06 January 2024: mitmproxy 10.2.1 | 04 January 2024: mitmproxy 10.2.0 | 14 December 2023: mitmproxy 10.1.6 | Breaking Changes | 14 November 2023: mitmproxy 10.1.5 | 13 November 2023: mitmproxy 10.1.4 | 04 November 2023: mitmproxy 10.1.3 | 03 November 2023: mitmproxy 10.1.2 | 27 September 2023: mitmproxy 10.1.1 | 24 September 2023: mitmproxy 10.1.0 | 04 August 2023: mitmproxy 10.0.0 | 02 November 2022: mitmproxy 9.0.1 | 28 October 2022: mitmproxy 9.0.0 | Major Features | Deprecations | Full Changelog | 28 June 2022: mitmproxy 8.1.1 | 15 May 2022: mitmproxy 8.1.0 | 19 March 2022: mitmproxy 8.0.0 | Major Changes | 28 September 2021: mitmproxy 7.0.4"
35,64,Kong/kong,https://github.com/Kong/kong,43606,5152,Lua,97758,master,cloud-native;devops;kubernetes,11264,repo_file,https://raw.githubusercontent.com/Kong/kong/master/CHANGELOG.md,CHANGELOG.md,62,Table of Contents | Unreleased | 3.9.3 | Kong | Fixes | Core | 3.9.2 | Dependencies | 3.9.1 | Features | Plugin | 3.9.0 | Deprecations | Default | CLI Command | PDK | Admin API | Clustering | Kong-Manager | 3.8.1 | Kong | 3.8.0 | Performance | Performance | Configuration | 3.7.1 | 3.7.0 | Breaking Changes | 3.6.1 | 3.6.0 | 3.5.0 | 3.4.2 | 3.4.1 | Additions | Kong Manager | 3.4.0 | Breaking Changes | Deprecations | Additions | Core,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/Kong/kong/master/CHANGELOG.md,CHANGELOG.md,175,62,890,154931,Table of Contents | Unreleased | 3.9.3 | Kong | Fixes | Core | 3.9.2 | Dependencies | 3.9.1 | Features | Plugin | 3.9.0 | Deprecations | Default | CLI Command | PDK | Admin API | Clustering | Kong-Manager | 3.8.1 | Kong | 3.8.0 | Performance | Performance | Configuration | 3.7.1 | 3.7.0 | Breaking Changes | 3.6.1 | 3.6.0 | 3.5.0 | 3.4.2 | 3.4.1 | Additions | Kong Manager | 3.4.0 | Breaking Changes | Deprecations | Additions | Core | Kong Manager | Plugins | Fixes | Admin API | Changed | Status API | Dependencies | Known Issues | 3.3.0 | PDK
36,72,apache/dubbo,https://github.com/apache/dubbo,41517,26426,Java,61821,3.3,distributed-systems,8882,github_release,https://github.com/apache/dubbo/releases/tag/dubbo-3.2.20,dubbo-3.2.20,2,dubbo-3.2.20 | What's Changed,yes,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/apache/dubbo/3.3/CHANGES.md,CHANGES.md,137.16,22,346,33324,Release Notes | 2.7.6 | Features | Enhancement | Bugfixes | Compatibility | 2.7.5 | Performance Tuning | 2.7.4.1 | 2.7.3 | Change List | 2.7.2 | New Features | 2.7.1 | Notice | 2.7.0 | Enhancements / Bugfixes | Upgrading and Compatibility Notifications | 2.6.6 | 2.6.5 | 2.6.4 | 2.6.3
37,73,pingcap/tidb,https://github.com/pingcap/tidb,40171,6195,Go,695329,master,cloud-native;database,28236,github_release,https://github.com/pingcap/tidb/releases/tag/v8.5.6,TiDB v8.5.6,1,TiDB v8.5.6,yes,yes,yes,yes,yes,yes,external_link_from_github_release,https://docs.pingcap.com/tidb/stable/release-8.5.5,https://docs.pingcap.com/tidb/stable/release-8.5.5,143.0,19,0,249561,TiDB 8.5.5 Release Notes | Features | Performance | Reliability | Availability | SQL | DB operations | Observability | Security | Compatibility changes | Behavior changes | MySQL compatibility | System variables | Configuration parameters | System tables | Other changes | Improvements | Bug fixes | Was this page helpful?
38,75,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,39352,1669,Rust,342730,main,networking;security,2940,github_release,https://github.com/GyulyVGC/sniffnet/releases/tag/v1.5.0,v1.5.0,2,Support Sniffnet | Stay in the loop,no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/GyulyVGC/sniffnet/main/CHANGELOG.md,CHANGELOG.md,102.26,30,306,34895,Changelog | [UNRELEASED] | [1.5.0] - 2026-04-14 | [1.4.2] - 2025-11-04 | [1.4.1] - 2025-09-13 | [1.4.0] - 2025-06-27 | [1.3.2] - 2025-01-06 | [1.3.1] - 2024-07-22 | [1.3.0] - 2024-04-08 | [1.2.2] - 2023-08-08 | [1.2.1] - 2023-06-08 | [1.2.0] - 2023-05-18 | [1.1.4] - 2023-04-18 | [1.1.3] - 2023-04-04 | [1.1.2] - 2023-03-18 | [1.1.1] - 2023-02-25 | [1.1.0] - 2023-02-07 | [1.0.1] - 2022-11-30 | [1.0.0] - 2022-11-21 | [0.5.0] - 2022-10-02 | [0.4.1] - 2022-09-27 | [0.4.0] - 2022-09-11 | [0.3.2] - 2022-09-07 | [0.3.1] - 2022-08-31 | [0.3.0] - 2022-08-29 | [0.2.1] - 2022-08-26 | [0.2.0] - 2022-08-24 | [0.1.2] - 2022-08-18 | [0.1.1] - 2022-08-17 | [0.1.0] - 2022-08-17
39,76,QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,39165,3726,Python,130685,main,database;security,2295,github_release,https://github.com/QuivrHQ/quivr/releases/tag/core-0.0.33,core: v0.0.33,4,core: v0.0.33 | [0.0.33](https://github.com/QuivrHQ/quivr/compare/core-0.0.32...core-0.0.33) (2025-02-03) | Features | Bug Fixes,no,yes,yes,no,yes,yes,repo_file,https://raw.githubusercontent.com/QuivrHQ/quivr/main/core/CHANGELOG.md,core/CHANGELOG.md,135.84,36,77,17910,Changelog | [0.0.33](https://github.com/QuivrHQ/quivr/compare/core-0.0.32...core-0.0.33) (2025-02-03) | Features | Bug Fixes | [0.0.32](https://github.com/QuivrHQ/quivr/compare/core-0.0.31...core-0.0.32) (2025-01-31) | [0.0.31](https://github.com/QuivrHQ/quivr/compare/core-0.0.30...core-0.0.31) (2025-01-30) | [0.0.30](https://github.com/QuivrHQ/quivr/compare/core-0.0.29...core-0.0.30) (2025-01-27) | [0.0.29](https://github.com/QuivrHQ/quivr/compare/core-0.0.28...core-0.0.29) (2025-01-20) | [0.0.28](https://github.com/QuivrHQ/quivr/compare/core-0.0.27...core-0.0.28) (2024-12-17) | [0.0.27](https://github.com/QuivrHQ/quivr/compare/core-0.0.26...core-0.0.27) (2024-12-16) | [0.0.26](https://github.com/QuivrHQ/quivr/compare/core-0.0.25...core-0.0.26) (2024-12-10) | [0.0.25](https://github.com/QuivrHQ/quivr/compare/core-0.0.24...core-0.0.25) (2024-11-28) | Documentation | [0.0.24](https://github.com/QuivrHQ/quivr/compare/core-0.0.23...core-0.0.24) (2024-11-14) | [0.0.23](https://github.com/QuivrHQ/quivr/compare/core-0.0.22...core-0.0.23) (2024-10-31) | [0.0.22](https://github.com/QuivrHQ/quivr/compare/core-0.0.21...core-0.0.22) (2024-10-21) | [0.0.21](https://github.com/QuivrHQ/quivr/compare/core-0.0.20...core-0.0.21) (2024-10-21) | [0.0.20](https://github.com/QuivrHQ/quivr/compare/core-0.0.19...core-0.0.20) (2024-10-21) | [0.0.19](https://github.com/QuivrHQ/quivr/compare/core-0.0.18...core-0.0.19) (2024-10-21) | [0.0.18](https://github.com/QuivrHQ/quivr/compare/core-0.0.17...core-0.0.18) (2024-10-16) | [0.0.17](https://github.com/QuivrHQ/quivr/compare/core-0.0.16...core-0.0.17) (2024-10-16) | [0.0.16](https://github.com/QuivrHQ/quivr/compare/core-0.0.15...core-0.0.16) (2024-09-17) | [0.0.15](https://github.com/QuivrHQ/quivr/compare/core-0.0.14...core-0.0.15) (2024-09-16) | [0.0.14](https://github.com/QuivrHQ/quivr/compare/core-0.0.13...core-0.0.14) (2024-09-09) | [0.0.13](https://github.com/QuivrHQ/quivr/compare/core-0.0.12...core-0.0.13) (2024-08-01) | [0.0.12](https://github.com/QuivrHQ/quivr/compare/core-0.0.11...core-0.0.12) (2024-07-23) | [0.0.11](https://github.com/QuivrHQ/quivr/compare/core-0.0.10...core-0.0.11) (2024-07-22) | [0.0.10](https://github.com/QuivrHQ/quivr/compare/core-0.0.9...core-0.0.10) (2024-07-19) | [0.0.9](https://github.com/QuivrHQ/quivr/compare/core-0.0.8...core-0.0.9) (2024-07-15) | [0.0.8](https://github.com/QuivrHQ/quivr/compare/core-0.0.7...core-0.0.8) (2024-07-11) | [0.0.7](https://github.com/QuivrHQ/quivr/compare/core-0.0.6...core-0.0.7) (2024-07-10) | [0.0.6](https://github.com/QuivrHQ/quivr/compare/core-0.0.5...core-0.0.6) (2024-07-10) | [0.0.5](https://github.com/QuivrHQ/quivr/compare/core-0.0.4...core-0.0.5) (2024-07-10) | [0.0.4](https://github.com/QuivrHQ/quivr/compare/core-0.0.3...core-0.0.4) (2024-07-09) | [0.0.3](https://github.com/QuivrHQ/quivr/compare/core-0.0.2...core-0.0.3) (2024-07-09) | [0.0.2](https://github.com/QuivrHQ/quivr/compare/core-v0.0.1...core-0.0.2) (2024-07-09)
40,77,duckdb/duckdb,https://github.com/duckdb/duckdb,38834,3333,C++,456521,main,database,78255,github_release,https://github.com/duckdb/duckdb/releases/tag/v1.5.4,DuckDB v1.5.4 Bugfix Release,2,DuckDB v1.5.4 Bugfix Release | What's Changed,no,no,no,no,no,yes,github_release,https://github.com/duckdb/duckdb/releases/tag/v1.5.2,DuckDB v1.5.2 Bugfix Release,54.57,2,138,15780,DuckDB v1.5.2 Bugfix Release | What's Changed
41,78,spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,38334,1295,Rust,271488,main,distributed-systems;storage,4883,github_release,https://github.com/spacedriveapp/spacedrive/releases/tag/v2.0.0-alpha.2,v2.0.0-alpha.2,3,v2.0.0-alpha.2 | What's Changed | New Contributors,no,yes,yes,no,yes,yes,github_release,https://github.com/spacedriveapp/spacedrive/releases/tag/0.4.2,Alpha 0.4.2,94.99,11,19,5936,"Alpha 0.4.2 | 🔧 Core Updates | 🪐 App Updates | 🖥️ Desktop | 🐞 Bug Fixes | 🛠️ General/Development Updates | 📱 Mobile (soon) tm | 🆕 New Contributors | 🚀 What's Next? | <!-- frontmatter | tagline: Almost 0.5.0! UI improvements, package updates, translations, and bug fixes"
42,81,ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,38034,5118,JavaScript,1661988,main,kubernetes,16584,github_release,https://github.com/ToolJet/ToolJet/releases/tag/v3.20.181-lts,v3.20.181-lts,5,v3.20.181-lts | What's Changed | 🌟 Enhancements | 🛠️ Fixes | 🧪 Specs,no,yes,yes,no,yes,yes,repo_file,https://raw.githubusercontent.com/ToolJet/ToolJet/main/docs/versioned_docs/version-3.0.0-LTS/project-overview/release-notes.md,docs/versioned_docs/version-3.0.0-LTS/project-overview/release-notes.md,98.38,9,36,3534,ToolJet 3.0 Release Notes | App Builder | Platform Enhancements | ToolJet Database (TJ DB) | Integrations | a-i Apps | Workflows | Migration Steps | title: Release Notes
43,82,portainer/portainer,https://github.com/portainer/portainer,37747,2842,TypeScript,88100,develop,kubernetes,5935,github_release,https://github.com/portainer/portainer/releases/tag/2.39.3,Release 2.39.3 LTS,5,Release 2.39.3 LTS | Known issues | Known issues with Podman support | Changes | Deprecated and removed features,yes,yes,yes,yes,yes,yes,github_release,https://github.com/portainer/portainer/releases/tag/2.42.0,Release 2.42.0 STS,143.79,11,47,5413,Release 2.42.0 STS | Known issues | Known issues with Podman support | Changes | Breaking changes | New and improved features | Security improvements | Bug fixes | Deprecated and removed features | Deprecated features | Removed features
44,83,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,37688,6294,Python,94947,master,database,10669,repo_file,https://raw.githubusercontent.com/sqlmapproject/sqlmap/master/doc/CHANGELOG.md,doc/CHANGELOG.md,25,Version 1.10 (2026-01-01) | Version 1.9 (2025-01-02) | Version 1.8 (2024-01-03) | Version 1.7 (2023-01-02) | Version 1.6 (2022-01-03) | Version 1.5 (2021-01-03) | Version 1.4 (2020-01-01) | Version 1.3 (2019-01-05) | Version 1.2 (2018-01-08) | Version 1.1 (2017-04-07) | Version 1.0 (2016-02-27) | Version 0.9 (2011-04-10) | Version 0.8 (2010-03-14) | Version 0.8 release candidate (2009-09-21) | Version 0.7 (2009-07-25) | Version 0.7 release candidate (2009-04-22) | Version 0.6.4 (2009-02-03) | Version 0.6.3 (2008-12-18) | Version 0.6.2 (2008-11-02) | Version 0.6.1 (2008-08-20) | Version 0.6 (2008-09-01) | Version 0.5 (2007-11-04) | Version 0.4 (2007-06-15) | Version 0.3 (2007-01-20) | Version 0.2 (2006-12-13),no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/sqlmapproject/sqlmap/master/doc/CHANGELOG.md,doc/CHANGELOG.md,102.24,25,344,34662,Version 1.10 (2026-01-01) | Version 1.9 (2025-01-02) | Version 1.8 (2024-01-03) | Version 1.7 (2023-01-02) | Version 1.6 (2022-01-03) | Version 1.5 (2021-01-03) | Version 1.4 (2020-01-01) | Version 1.3 (2019-01-05) | Version 1.2 (2018-01-08) | Version 1.1 (2017-04-07) | Version 1.0 (2016-02-27) | Version 0.9 (2011-04-10) | Version 0.8 (2010-03-14) | Version 0.8 release candidate (2009-09-21) | Version 0.7 (2009-07-25) | Version 0.7 release candidate (2009-04-22) | Version 0.6.4 (2009-02-03) | Version 0.6.3 (2008-12-18) | Version 0.6.2 (2008-11-02) | Version 0.6.1 (2008-08-20) | Version 0.6 (2008-09-01) | Version 0.5 (2007-11-04) | Version 0.4 (2007-06-15) | Version 0.3 (2007-01-20) | Version 0.2 (2006-12-13)
45,86,aquasecurity/trivy,https://github.com/aquasecurity/trivy,36484,473,Go,936126,main,kubernetes;security,4110,github_release,https://github.com/aquasecurity/trivy/releases/tag/v0.71.1,v0.71.1,2,v0.71.1 | Changelog,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/aquasecurity/trivy/main/CHANGELOG.md,CHANGELOG.md,175,28,641,142071,Changelog | [0.71.0](https://github.com/aquasecurity/trivy/compare/v0.70.0...v0.71.0) (2026-06-01) | Features | Bug Fixes | [0.70.0](https://github.com/aquasecurity/trivy/compare/v0.69.0...v0.70.0) (2026-04-16) | Performance Improvements | [0.69.0](https://github.com/aquasecurity/trivy/compare/v0.68.1...v0.69.0) (2026-01-30) | ⚠ BREAKING CHANGES | Code Refactoring | [0.68.1](https://github.com/aquasecurity/trivy/compare/v0.68.0...v0.68.1) (2025-12-03) | [0.68.0](https://github.com/aquasecurity/trivy/compare/v0.67.0...v0.68.0) (2025-12-02) | [0.67.0](https://github.com/aquasecurity/trivy/compare/v0.66.0...v0.67.0) (2025-09-30) | [0.66.0](https://github.com/aquasecurity/trivy/compare/v0.65.0...v0.66.0) (2025-09-02) | [0.65.0](https://github.com/aquasecurity/trivy/compare/v0.64.0...v0.65.0) (2025-07-30) | [0.64.0](https://github.com/aquasecurity/trivy/compare/v0.63.0...v0.64.0) (2025-06-30) | [0.63.0](https://github.com/aquasecurity/trivy/compare/v0.62.0...v0.63.0) (2025-05-29) | [0.62.0](https://github.com/aquasecurity/trivy/compare/v0.61.0...v0.62.0) (2025-04-30) | [0.61.0](https://github.com/aquasecurity/trivy/compare/v0.60.0...v0.61.0) (2025-03-28) | [0.60.0](https://github.com/aquasecurity/trivy/compare/v0.59.0...v0.60.0) (2025-03-05) | [0.59.0](https://github.com/aquasecurity/trivy/compare/v0.58.0...v0.59.0) (2025-01-30) | [0.58.0](https://github.com/aquasecurity/trivy/compare/v0.57.0...v0.58.0) (2024-12-02) | [0.57.0](https://github.com/aquasecurity/trivy/compare/v0.56.0...v0.57.0) (2024-10-31) | [0.56.0](https://github.com/aquasecurity/trivy/compare/v0.55.0...v0.56.0) (2024-10-03) | Reverts | [0.55.0](https://github.com/aquasecurity/trivy/compare/v0.54.0...v0.55.0) (2024-09-03) | [0.54.0](https://github.com/aquasecurity/trivy/compare/v0.53.0...v0.54.0) (2024-07-30) | [0.53.0](https://github.com/aquasecurity/trivy/compare/v0.52.0...v0.53.0) (2024-07-01) | [0.52.0](https://github.com/aquasecurity/trivy/compare/v0.51.1...v0.52.0) (2024-06-03)
46,88,directus/directus,https://github.com/directus/directus,36041,4789,TypeScript,444094,main,database,13737,github_release,https://github.com/directus/directus/releases/tag/v12.0.2,v12.0.2,4,v12.0.2 | ✨ New Features & Improvements | 🐛 Bug Fixes & Optimizations | 📦 Published Versions,yes,no,yes,no,no,yes,github_release,https://github.com/directus/directus/releases/tag/v12.0.0-rc.1,Directus v12.0.0-rc.1,107.32,5,255,36013,Directus v12.0.0-rc.1 | ⚠️ Potential Breaking Changes | ✨ New Features & Improvements | 🐛 Bug Fixes & Optimizations | 📦 Published Versions
47,94,v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,34155,5061,Go,69519,master,proxy,6916,github_release,https://github.com/v2fly/v2ray-core/releases/tag/v5.51.2,v5.51.2,2,v5.51.2 | New Features,no,no,no,no,no,yes,github_release,https://github.com/v2fly/v2ray-core/releases/tag/v5.49.0,v5.49.0,24.92,3,8,1108,v5.49.0 | New Features | Chores
48,96,swc-project/swc,https://github.com/swc-project/swc,34038,1420,Rust,443760,main,compiler,11928,repo_file,https://raw.githubusercontent.com/swc-project/swc/main/CHANGELOG.md,CHANGELOG.md,46,Changelog | [1.15.41] - 2026-06-09 | Bug Fixes | Documentation | Performance | Revert | [1.15.40] - 2026-05-23 | Features | Miscellaneous Tasks | Testing | Ci | Security | [1.15.33] - 2026-05-02 | [1.15.32] - 2026-04-27 | [1.15.30] - 2026-04-19 | [1.15.26] - 2026-04-14 | Refactor | Build | [1.15.24] - 2026-04-04 | [1.15.21] - 2026-03-22 | [1.15.18] - 2026-03-01 | [1.15.17] - 2026-02-26 | [1.15.13] - 2026-02-23 | [1.15.11] - 2026-01-27 | [1.15.10] - 2026-01-19 | [1.15.8] - 2025-12-30 | [1.15.7] - 2025-12-18 | [1.15.6] - 2025-12-18 | [1.15.5] - 2025-12-15 | [1.15.4] - 2025-12-13 | [1.15.3] - 2025-11-20 | [1.15.2] - 2025-11-14 | [1.15.1] - 2025-11-08 | [1.15.0] - 2025-11-04 | [1.14.0] - 2025-10-29 | [1.13.21] - 2025-10-24 | [1.13.20] - 2025-09-27 | [1.13.19] - 2025-09-25 | [1.13.7] - 2025-09-19 | [1.13.5] - 2025-08-24,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/swc-project/swc/main/CHANGELOG-CORE.md,CHANGELOG-CORE.md,174.83,80,511,117082,Changelog | [swc_core@v68.0.6] - 2026-06-09 | Bug Fixes | [swc_core@v68.0.5] - 2026-06-04 | Revert | [swc_core@v68.0.4] - 2026-06-02 | [swc_core@v68.0.3] - 2026-06-01 | Documentation | [swc_core@v68.0.2] - 2026-05-29 | [swc_core@v68.0.0] - 2026-05-28 | [swc_core@v67.0.4] - 2026-05-28 | [swc_core@v67.0.3] - 2026-05-27 | Performance | [swc_core@v67.0.2] - 2026-05-27 | [swc_core@v67.0.0] - 2026-05-25 | Ci | [swc_core@v66.0.5] - 2026-05-22 | [swc_core@v66.0.4] - 2026-05-22 | [swc_core@v66.0.3] - 2026-05-19 | Miscellaneous Tasks | [swc_core@v66.0.2] - 2026-05-17 | [swc_core@v66.0.1] - 2026-05-15 | [swc_core@v66.0.0] - 2026-05-15 | Security | [swc_core@v65.1.0] - 2026-05-14 | [swc_core@v65.0.4] - 2026-05-11 | Features | [swc_core@v65.0.3] - 2026-05-04 | Testing | [swc_core@v65.0.2] - 2026-05-02 | [swc_core@v65.0.1] - 2026-04-27 | [swc_core@v65.0.0] - 2026-04-27 | [swc_core@v64.0.0] - 2026-04-17 | [swc_core@v63.1.2] - 2026-04-14 | Build | [swc_core@v63.1.1] - 2026-04-09 | [swc_core@v63.1.0] - 2026-04-08 | Refactor | [swc_core@v63.0.0] - 2026-04-08 | [swc_core@v61.0.1] - 2026-04-03 | [swc_core@v61.0.0] - 2026-04-02 | [swc_core@v60.0.0] - 2026-03-30 | [swc_core@v59.0.1] - 2026-03-22 | [swc_core@v59.0.0] - 2026-03-22 | [swc_core@v58.0.4] - 2026-03-02 | [swc_core@v58.0.3] - 2026-03-02 | [swc_core@v58.0.2] - 2026-03-02 | [swc_core@v58.0.0] - 2026-02-25 | [swc_core@v57.1.0] - 2026-02-25 | [swc_core@v57.0.1] - 2026-02-22
49,97,derailed/k9s,https://github.com/derailed/k9s,33995,2194,Go,65286,master,kubernetes,2124,github_release,https://github.com/derailed/k9s/releases/tag/v0.51.0,v0.51.0,6,v0.51.0 | Release v0.51.0 | Notes | ♫ Sounds Behind The Release ♭ | Maintenance Release! | Contributed PRs,no,no,yes,no,no,yes,github_release,https://github.com/derailed/k9s/releases/tag/v0.50.18,v0.50.18,74.99,8,64,7517,v0.50.18 | Release v0.50.18 | Notes | ♫ Sounds Behind The Release ♭ | Maintenance Release! | A Word From Our Sponsors... | Resolved Issues | Contributed PRs
50,98,carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,33839,1537,C++,113739,trunk,compiler;programming-language,5423,github_release,https://github.com/carbon-language/carbon-lang/releases/tag/v0.0.0-0.nightly.2026.06.18,Nightly build 2026.06.18,7,Nightly build 2026.06.18 | What's Changed | Toolchain and implementation changes :hammer_and_wrench: | Documentation changes :memo: | Utilities :triangular_ruler: | Infrastructure changes :building_construction: | Other changes,no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/carbon-language/carbon-lang/trunk/proposals/p001344-remove-llvm-from-the-repository-and-clean-up-history.md,proposals/p001344-remove-llvm-from-the-repository-and-clean-up-history.md,100.58,25,62,15866,"Remove LLVM from the repository, and clean up history. | Table of contents | Problem | Proposal | Details | Implementation | Patching LLVM | Updating forks and clones | Archive your existing fork and clones | Create a fresh fork and clone | Porting in-progress branches from your archived clone | If your old clone is in the `archived-carbon-lang` directory and your new | clone is in `carbon-lang`, both of them on the `trunk` branch: | Updating pending PRs | Review comments may be disrupted | Rationale | Alternatives considered | Do nothing | Don't rewrite the repository history. | Go back to submodules | Rename the repository, and create a new one | Manually extract and archive some review comments | git remote set-url origin git@github.com:$USER/archived-carbon-lang.git git@github.com:$USER/carbon-lang.git | git push --mirror origin | git commit"
51,99,anoma/anoma,https://github.com/anoma/anoma,33784,4116,Elixir,78483,base,blockchain;cryptography;distributed-systems;operating-system,2704,github_release,https://github.com/anoma/anoma/releases/tag/v0.35.0,v0.35.0,3,v0.35.0 | What's Changed | New Contributors,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/anoma/anoma/base/CHANGELOG.md,CHANGELOG.md,170.81,26,191,17726,v0.21.0 | CLI Changes | Documentation | Internal Changes | v0.20.0 | v0.19.0 | v0.18.0 | Major Features | Execution Environments | Bug Fixes | Storage Changes | Debugging/Examples | v0.17.0 | Typing Fixes | Minor Bug Fixes | Debugging/Helpers | v0.16.0 | Testing/Examples/Debugging | v0.15.0 | v0.14.0 | Nock | v0.13.0 | v0.12.0 | v0.11.0 | Dependency Changes | Inteneral Changes
52,103,k3s-io/k3s,https://github.com/k3s-io/k3s,33275,2677,Go,590696,main,kubernetes,4178,github_release,https://github.com/k3s-io/k3s/releases/tag/v1.36.2-rc1%2Bk3s1,v1.36.2-rc1+k3s1,2,v1.36.2-rc1+k3s1 | What's Changed,no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/k3s-io/k3s/main/docs/release/expanded/release_notes.md,docs/release/expanded/release_notes.md,64.72,5,52,6637,Create Release Notes PR | Understanding Release Notes | 1. call the tools as follows (example using v1.23.13-rc1+k3s1): | example info for v1.23.13-rc2+k3s1 | see https://github.com/k3s-io/k3s/blob/v1.23.13-rc2%2Bk3s1/manifests/local-storage.yaml#L66
